image_id,has_defect,n_defect_classes,class_ids,primary_class,defect_area_px,area_class_1,area_class_2,area_class_3,area_class_4,has_class_1,has_class_2,has_class_3,has_class_4
01b043500.jpg,1,1,3,3,12970,0,0,12970,0,0,0,1,0
01b237ab8.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01b492dd6.jpg,1,1,3,3,571,0,0,571,0,0,0,1,0
01b6c2dc1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01c3ef286.jpg,1,1,3,3,8409,0,0,8409,0,0,0,1,0
01cf446d4.jpg,1,1,3,3,3726,0,0,3726,0,0,0,1,0
01cfacf80.jpg,1,2,3|4,4,135056,0,0,31050,104006,0,0,1,1
01d590c5f.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01d97b205.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01dbcd2ec.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01df77e59.jpg,1,1,1,1,2393,2393,0,0,0,1,0,0,0
01e020dc5.jpg,1,1,3,3,61676,0,0,61676,0,0,0,1,0
01e501f99.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01e69cfc3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
01ebe0d32.jpg,1,1,3,3,37992,0,0,37992,0,0,0,1,0
01fd320c9.jpg,1,1,3,3,7599,0,0,7599,0,0,0,1,0
01fd50e68.jpg,1,1,3,3,12765,0,0,12765,0,0,0,1,0
0202a5f22.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
020ff3106.jpg,1,1,3,3,5368,0,0,5368,0,0,0,1,0
0217af9b1.jpg,1,1,3,3,4992,0,0,4992,0,0,0,1,0
0218c0fcc.jpg,1,1,4,4,15677,0,0,0,15677,0,0,0,1
02291e913.jpg,1,1,3,3,3049,0,0,3049,0,0,0,1,0
023353d24.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
023a21cf2.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02431211b.jpg,1,1,3,3,17558,0,0,17558,0,0,0,1,0
02449f836.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
025cb9f6e.jpg,1,1,3,3,13393,0,0,13393,0,0,0,1,0
025dc8dc8.jpg,1,1,3,3,5852,0,0,5852,0,0,0,1,0
026105525.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
026183d85.jpg,1,1,2,2,2212,0,2212,0,0,0,1,0,0
02701c239.jpg,1,1,3,3,9109,0,0,9109,0,0,0,1,0
02709b038.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0274a26b4.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02761e0d1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
027b280f4.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0281aba7b.jpg,1,1,3,3,10724,0,0,10724,0,0,0,1,0
0285f63ad.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
028eb44d1.jpg,1,1,3,3,28292,0,0,28292,0,0,0,1,0
028ed7768.jpg,1,1,3,3,28016,0,0,28016,0,0,0,1,0
0294f23c0.jpg,1,1,3,3,18310,0,0,18310,0,0,0,1,0
02a78fb18.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02aa62471.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02b2cb5c3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02b2d3aa4.jpg,1,1,1,1,6520,6520,0,0,0,1,0,0,0
02b6b9f29.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02b906933.jpg,1,1,3,3,11323,0,0,11323,0,0,0,1,0
02bb80457.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02bf279c9.jpg,1,1,3,3,6796,0,0,6796,0,0,0,1,0
02c4655ff.jpg,1,1,1,1,7274,7274,0,0,0,1,0,0,0
02c79bfcb.jpg,1,1,3,3,12489,0,0,12489,0,0,0,1,0
02c7f44d9.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02d006f47.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02d18b8a4.jpg,1,1,3,3,18150,0,0,18150,0,0,0,1,0
02d3ca489.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
02d573611.jpg,1,1,4,4,13152,0,0,0,13152,0,0,0,1
02d8c6b30.jpg,1,1,3,3,15467,0,0,15467,0,0,0,1,0
02ea1d0e8.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
030336aa4.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03098160c.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
031179c6e.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
031614d60.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
031627893.jpg,1,1,3,3,94089,0,0,94089,0,0,0,1,0
031f334ec.jpg,1,1,3,3,8642,0,0,8642,0,0,0,1,0
031fc45b5.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03216ed91.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03284f71b.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03395a3da.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0340e13c4.jpg,1,1,3,3,59115,0,0,59115,0,0,0,1,0
03461f8e0.jpg,1,1,3,3,3081,0,0,3081,0,0,0,1,0
034941f9d.jpg,1,1,3,3,5101,0,0,5101,0,0,0,1,0
034a72783.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
034b387c3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
034e64ff3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
035021da2.jpg,1,1,3,3,19158,0,0,19158,0,0,0,1,0
0358eaf5b.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0360edfb8.jpg,1,1,3,3,18823,0,0,18823,0,0,0,1,0
036505ca3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
036c4e5d2.jpg,1,1,1,1,6348,6348,0,0,0,1,0,0,0
036c7d18c.jpg,1,1,3,3,123666,0,0,123666,0,0,0,1,0
037887e11.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
037fca267.jpg,1,1,3,3,7963,0,0,7963,0,0,0,1,0
0384b81f8.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03860f6a9.jpg,1,1,3,3,92814,0,0,92814,0,0,0,1,0
0386ce84b.jpg,1,1,3,3,66330,0,0,66330,0,0,0,1,0
038c59253.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
038c9fdad.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
038f14456.jpg,1,1,4,4,16320,0,0,0,16320,0,0,0,1
0391d44d6.jpg,1,2,3|4,4,95496,0,0,11366,84130,0,0,1,1
039577d49.jpg,1,1,3,3,19897,0,0,19897,0,0,0,1,0
0399d7c46.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03ab4e3ea.jpg,1,1,3,3,11105,0,0,11105,0,0,0,1,0
03ae2bc91.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03af7f0c0.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03b3b06e1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03ba7286b.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03c558103.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03ca4d04c.jpg,1,1,3,3,168846,0,0,168846,0,0,0,1,0
03da79fda.jpg,1,1,1,1,1401,1401,0,0,0,1,0,0,0
03db6bbc3.jpg,1,2,3|4,4,55222,0,0,4363,50859,0,0,1,1
03e2515a7.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03f15daba.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
03faf7462.jpg,1,1,3,3,7930,0,0,7930,0,0,0,1,0
0401d67aa.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04055fd3e.jpg,1,1,3,3,14346,0,0,14346,0,0,0,1,0
0405e7c54.jpg,1,1,2,2,5799,0,5799,0,0,0,1,0,0
04072b39a.jpg,1,1,3,3,23033,0,0,23033,0,0,0,1,0
040de71ca.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
040fcc2f1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
041187764.jpg,1,1,3,3,61040,0,0,61040,0,0,0,1,0
041a93b6d.jpg,1,1,3,3,3178,0,0,3178,0,0,0,1,0
04238d7e3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04246167f.jpg,1,1,3,3,13371,0,0,13371,0,0,0,1,0
042691991.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0429258ad.jpg,1,1,1,1,1412,1412,0,0,0,1,0,0,0
044700866.jpg,1,2,3|4,4,9064,0,0,4397,4667,0,0,1,1
04505c6df.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04594d04e.jpg,1,1,3,3,8941,0,0,8941,0,0,0,1,0
046282f58.jpg,1,1,3,3,2772,0,0,2772,0,0,0,1,0
046c35525.jpg,1,1,1,1,4862,4862,0,0,0,1,0,0,0
0473a80ee.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
047681252.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
047fa15d0.jpg,1,1,3,3,16128,0,0,16128,0,0,0,1,0
04802a6c2.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0482ee1d6.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0483ecae0.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0489a64d7.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
048d14d3f.jpg,1,1,3,3,9035,0,0,9035,0,0,0,1,0
048e8f015.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04933e7f0.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04985b2a8.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0498abd18.jpg,1,1,3,3,168131,0,0,168131,0,0,0,1,0
049bad998.jpg,1,1,3,3,52142,0,0,52142,0,0,0,1,0
049fb17a1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04a06d744.jpg,1,1,3,3,20837,0,0,20837,0,0,0,1,0
04a4777e9.jpg,1,1,3,3,9472,0,0,9472,0,0,0,1,0
04a5009fa.jpg,1,1,3,3,51830,0,0,51830,0,0,0,1,0
04a5d5763.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04ae7853c.jpg,1,1,3,3,29285,0,0,29285,0,0,0,1,0
04b0f819d.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04bf23eba.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04c3aade7.jpg,1,1,4,4,36119,0,0,0,36119,0,0,0,1
04d49c95d.jpg,1,1,3,3,13101,0,0,13101,0,0,0,1,0
04d527562.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04d9a0db8.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04e15fdc1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
04e23e414.jpg,1,1,1,1,8983,8983,0,0,0,1,0,0,0
04fa19d59.jpg,1,1,4,4,23338,0,0,0,23338,0,0,0,1
050edacec.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05172e316.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05184e71b.jpg,1,1,3,3,10665,0,0,10665,0,0,0,1,0
0518e79e9.jpg,1,1,3,3,9615,0,0,9615,0,0,0,1,0
0519989b3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
051f0d825.jpg,1,1,3,3,38904,0,0,38904,0,0,0,1,0
051f58cb4.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0526d780c.jpg,1,1,3,3,14080,0,0,14080,0,0,0,1,0
052838084.jpg,1,1,3,3,4914,0,0,4914,0,0,0,1,0
052ac9a54.jpg,1,1,3,3,16864,0,0,16864,0,0,0,1,0
052cc2a0f.jpg,1,1,4,4,59391,0,0,0,59391,0,0,0,1
0534f1b45.jpg,1,1,3,3,34195,0,0,34195,0,0,0,1,0
05396b495.jpg,1,1,3,3,24958,0,0,24958,0,0,0,1,0
053bf4b5f.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
053e9a29c.jpg,1,1,3,3,3207,0,0,3207,0,0,0,1,0
054190eb2.jpg,1,1,3,3,60124,0,0,60124,0,0,0,1,0
05431e2d2.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0549ad8ba.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
054d1650d.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
054fad516.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
056e34021.jpg,1,1,1,1,10188,10188,0,0,0,1,0,0,0
05747b10b.jpg,1,1,2,2,1938,0,1938,0,0,0,1,0,0
0576d3847.jpg,1,1,3,3,8746,0,0,8746,0,0,0,1,0
057b89dd5.jpg,1,1,3,3,11532,0,0,11532,0,0,0,1,0
0582ac66c.jpg,1,1,4,4,53888,0,0,0,53888,0,0,0,1
058a1e3b8.jpg,1,1,3,3,7556,0,0,7556,0,0,0,1,0
058f6a9c6.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
059000a4f.jpg,1,1,1,1,510,510,0,0,0,1,0,0,0
059327fe3.jpg,1,1,3,3,11081,0,0,11081,0,0,0,1,0
059910f5a.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05a024a74.jpg,1,1,3,3,63686,0,0,63686,0,0,0,1,0
05a08c565.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05a2c2eb0.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05b847b1f.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05b8ed770.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05bb18957.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05bc27672.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05c05ea43.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05d67a7ef.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
05d6bccf8.jpg,1,1,3,3,11047,0,0,11047,0,0,0,1,0
05f5e7366.jpg,1,1,3,3,5491,0,0,5491,0,0,0,1,0
05fc29f57.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0602f0520.jpg,1,1,3,3,14064,0,0,14064,0,0,0,1,0
0603c2340.jpg,1,1,1,1,2251,2251,0,0,0,1,0,0,0
0606395c5.jpg,1,1,3,3,87117,0,0,87117,0,0,0,1,0
060964105.jpg,1,1,2,2,2584,0,2584,0,0,0,1,0,0
060c3159e.jpg,1,1,2,2,3473,0,3473,0,0,0,1,0,0
0613c11b3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
061c3401a.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
062167783.jpg,1,1,3,3,30792,0,0,30792,0,0,0,1,0
0634275a6.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
063571c5c.jpg,1,1,3,3,10998,0,0,10998,0,0,0,1,0
063b5dcbe.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
063fa1630.jpg,1,1,4,4,37284,0,0,0,37284,0,0,0,1
0645d69f9.jpg,1,1,3,3,3061,0,0,3061,0,0,0,1,0
065b312ff.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
066b9220c.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
066bed8c1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
066ecd182.jpg,1,1,3,3,47457,0,0,47457,0,0,0,1,0
06713b712.jpg,1,1,3,3,112280,0,0,112280,0,0,0,1,0
068587112.jpg,1,1,3,3,32469,0,0,32469,0,0,0,1,0
068c6c4a9.jpg,1,1,2,2,4648,0,4648,0,0,0,1,0,0
0696cfa05.jpg,1,1,3,3,108286,0,0,108286,0,0,0,1,0
06a01c775.jpg,1,1,1,1,5964,5964,0,0,0,1,0,0,0
06a86ee90.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
06ab5c48e.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
06ad83bac.jpg,1,1,3,3,105296,0,0,105296,0,0,0,1,0
06ae96c30.jpg,1,1,3,3,128248,0,0,128248,0,0,0,1,0
06aed81ba.jpg,1,1,3,3,21970,0,0,21970,0,0,0,1,0
06b384e78.jpg,1,1,3,3,12416,0,0,12416,0,0,0,1,0
06b49e34f.jpg,1,1,3,3,1294,0,0,1294,0,0,0,1,0
06d0fbb0c.jpg,1,1,3,3,9263,0,0,9263,0,0,0,1,0
06d3a99cb.jpg,1,1,3,3,122974,0,0,122974,0,0,0,1,0
06e099136.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
06e5521bc.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
06e55cb16.jpg,1,1,3,3,1150,0,0,1150,0,0,0,1,0
06e6582af.jpg,1,1,3,3,47214,0,0,47214,0,0,0,1,0
06e6e7a8c.jpg,1,1,4,4,20309,0,0,0,20309,0,0,0,1
06e7b157a.jpg,1,1,3,3,19604,0,0,19604,0,0,0,1,0
06e8eced9.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
06eb2151d.jpg,1,1,3,3,2270,0,0,2270,0,0,0,1,0
06f4583b1.jpg,1,1,3,3,2438,0,0,2438,0,0,0,1,0
06f52f4dd.jpg,1,1,3,3,31268,0,0,31268,0,0,0,1,0
06fb3a6e5.jpg,1,1,3,3,11331,0,0,11331,0,0,0,1,0
070037b64.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
070f0733c.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0712fbd90.jpg,1,1,3,3,3447,0,0,3447,0,0,0,1,0
07134bc11.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0728b2ac9.jpg,1,1,1,1,14229,14229,0,0,0,1,0,0,0
0739e9688.jpg,1,1,3,3,51290,0,0,51290,0,0,0,1,0
073d8f414.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
073f2a466.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0757665c0.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
075ae68f4.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07611b0a1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07732248e.jpg,1,2,3|4,3,16892,0,0,9235,7657,0,0,1,1
0774ee747.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
077f0256d.jpg,1,1,1,1,859,859,0,0,0,1,0,0,0
078cb6932.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
078e8abfb.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
079054aa2.jpg,1,1,3,3,3681,0,0,3681,0,0,0,1,0
0792723f1.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0794e9e24.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
079ff61ce.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07a238cf0.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07a5651ce.jpg,1,1,3,3,58094,0,0,58094,0,0,0,1,0
07ac7620c.jpg,1,1,1,1,1826,1826,0,0,0,1,0,0,0
07b1a9644.jpg,1,1,3,3,3627,0,0,3627,0,0,0,1,0
07b627cb9.jpg,1,1,3,3,7658,0,0,7658,0,0,0,1,0
07ba16aba.jpg,1,1,3,3,56667,0,0,56667,0,0,0,1,0
07ba66beb.jpg,1,1,1,1,6840,6840,0,0,0,1,0,0,0
07bee931a.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07c3d6d77.jpg,1,1,2,2,2667,0,2667,0,0,0,1,0,0
07c8ba1d5.jpg,1,2,3|4,3,24821,0,0,18673,6148,0,0,1,1
07c8c77a3.jpg,1,1,3,3,2585,0,0,2585,0,0,0,1,0
07c917711.jpg,1,1,3,3,31181,0,0,31181,0,0,0,1,0
07cb6d544.jpg,1,1,3,3,1165,0,0,1165,0,0,0,1,0
07cb85a8d.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07cbfd1f8.jpg,1,2,3|4,4,120096,0,0,32229,87867,0,0,1,1
07cd0a3e9.jpg,1,1,3,3,40171,0,0,40171,0,0,0,1,0
07e68173c.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07e6bbef3.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07e8fca73.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07edbd095.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07edcfc26.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07edd4209.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07ee5cbb2.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
07fd9f3e6.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0803acf1f.jpg,1,1,3,3,2792,0,0,2792,0,0,0,1,0
08041ffdb.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0808a098b.jpg,1,1,3,3,2727,0,0,2727,0,0,0,1,0
080906d34.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
080d6f77f.jpg,1,1,3,3,31687,0,0,31687,0,0,0,1,0
08135e87d.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
0817e2da4.jpg,1,1,3,3,41526,0,0,41526,0,0,0,1,0
08193cfc8.jpg,1,1,2,2,2670,0,2670,0,0,0,1,0,0
0821136d7.jpg,0,0,,0,0,0,0,0,0,0,0,0,0
